risk_factor,intervention,level,sex,age,value
NC_RFInactivity,NC_RFPhysicalActivityAwreness,4,female,44,0.05
NC_RFInactivity,NC_RFPhysicalActivityAwreness,4,female,45,0.05
NC_RFInactivity,NC_RFPhysicalActivityAwreness,4,female,46,0.05
NC_RFInactivity,NC_RFPhysicalActivityAwreness,4,female,47,0.05
NC_RFInactivity,NC_RFPhysicalActivityAwreness,4,female,48,0.05
NC_RFInactivity,NC_RFPhysicalActivityAwreness,4,female,49,0.05
NC_RFInactivity,NC_RFPhysicalActivityAwreness,4,female,50,0.05
NC_RFInactivity,NC_RFPhysicalActivityAwreness,4,female,51,0.05
NC_RFInactivity,NC_RFPhysicalActivityAwreness,4,female,52,0.05
NC_RFInactivity,NC_RFPhysicalActivityAwreness,4,female,53,0.05
NC_RFInactivity,NC_RFPhysicalActivityAwreness,4,female,54,0.05
NC_RFInactivity,NC_RFPhysicalActivityAwreness,4,female,55,0.05
NC_RFInactivity,NC_RFPhysicalActivityAwreness,4,female,56,0.05
NC_RFInactivity,NC_RFPhysicalActivityAwreness,4,female,57,0.05
NC_RFInactivity,NC_RFPhysicalActivityAwreness,4,female,58,0.05
NC_RFInactivity,NC_RFPhysicalActivityAwreness,4,female,59,0.05
NC_RFInactivity,NC_RFPhysicalActivityAwreness,4,female,60,0.05
NC_RFInactivity,NC_RFPhysicalActivityAwreness,4,female,61,0.05
NC_RFInactivity,NC_RFPhysicalActivityAwreness,4,female,62,0.05
NC_RFInactivity,NC_RFPhysicalActivityAwreness,4,female,63,0.05
NC_RFInactivity,NC_RFPhysicalActivityAwreness,4,female,64,0.05
NC_RFInactivity,NC_RFPhysicalActivityAwreness,4,female,65,0.05
NC_RFInactivity,NC_RFPhysicalActivityAwreness,4,female,66,0.05
NC_RFInactivity,NC_RFPhysicalActivityAwreness,4,female,67,0.05
NC_RFInactivity,NC_RFPhysicalActivityAwreness,4,female,68,0.05
NC_RFInactivity,NC_RFPhysicalActivityAwreness,4,female,69,0.05
NC_RFInactivity,NC_RFPhysicalActivityAwreness,4,female,70,0.05
NC_RFInactivity,NC_RFPhysicalActivityAwreness,4,female,71,0.05
NC_RFInactivity,NC_RFPhysicalActivityAwreness,4,female,72,0.05
NC_RFInactivity,NC_RFPhysicalActivityAwreness,4,female,73,0.05
NC_RFInactivity,NC_RFPhysicalActivityAwreness,4,female,74,0.05
NC_RFInactivity,NC_RFPhysicalActivityAwreness,4,female,75,0.05
NC_RFInactivity,NC_RFPhysicalActivityAwreness,4,female,76,0.05
NC_RFInactivity,NC_RFPhysicalActivityAwreness,4,female,77,0.05
NC_RFInactivity,NC_RFPhysicalActivityAwreness,4,female,78,0.05
NC_RFInactivity,NC_RFPhysicalActivityAwreness,4,female,79,0.05
NC_RFInactivity,NC_RFPhysicalActivityAwreness,4,female,80,0.05
NC_RFInactivity,NC_RFPhysicalActivityAwreness,4,female,81,0.05
NC_RFInactivity,NC_RFPhysicalActivityAwreness,4,female,82,0.05
NC_RFInactivity,NC_RFPhysicalActivityAwreness,4,female,83,0.05
NC_RFInactivity,NC_RFPhysicalActivityAwreness,4,female,84,0.05
NC_RFInactivity,NC_RFPhysicalActivityAwreness,4,female,85,0.05
NC_RFInactivity,NC_RFPhysicalActivityAwreness,4,female,86,0.05
NC_RFInactivity,NC_RFPhysicalActivityAwreness,4,female,87,0.05
NC_RFInactivity,NC_RFPhysicalActivityAwreness,4,female,88,0.05
NC_RFInactivity,NC_RFPhysicalActivityAwreness,4,female,89,0.05
NC_RFInactivity,NC_RFPhysicalActivityAwreness,4,female,90,0.05
NC_RFInactivity,NC_RFPhysicalActivityAwreness,4,female,91,0.05
NC_RFInactivity,NC_RFPhysicalActivityAwreness,4,female,92,0.05
NC_RFInactivity,NC_RFPhysicalActivityAwreness,4,female,93,0.05
NC_RFInactivity,NC_RFPhysicalActivityAwreness,4,female,94,0.05
NC_RFInactivity,NC_RFPhysicalActivityAwreness,4,female,95,0.05
NC_RFInactivity,NC_RFPhysicalActivityAwreness,4,female,96,0.05
NC_RFInactivity,NC_RFPhysicalActivityAwreness,4,female,97,0.05
NC_RFInactivity,NC_RFPhysicalActivityAwreness,4,female,98,0.05
NC_RFInactivity,NC_RFPhysicalActivityAwreness,4,female,99,0.05
NC_RFInactivity,NC_RFPhysicalActivityAwreness,4,female,100,0.05
NC_RFInactivity,NC_RFPhysicalActivityAwreness,1,male,0,0.0
NC_RFInactivity,NC_RFPhysicalActivityAwreness,1,male,1,0.0
NC_RFInactivity,NC_RFPhysicalActivityAwreness,1,male,2,0.0
NC_RFInactivity,NC_RFPhysicalActivityAwreness,1,male,3,0.0
NC_RFInactivity,NC_RFPhysicalActivityAwreness,1,male,4,0.0
NC_RFInactivity,NC_RFPhysicalActivityAwreness,1,male,5,0.0
NC_RFInactivity,NC_RFPhysicalActivityAwreness,1,male,6,0.0
NC_RFInactivity,NC_RFPhysicalActivityAwreness,1,male,7,0.0
NC_RFInactivity,NC_RFPhysicalActivityAwreness,1,male,8,0.0
NC_RFInactivity,NC_RFPhysicalActivityAwreness,1,male,9,0.0
NC_RFInactivity,NC_RFPhysicalActivityAwreness,1,male,10,0.0
NC_RFInactivity,NC_RFPhysicalActivityAwreness,1,male,11,0.0
NC_RFInactivity,NC_RFPhysicalActivityAwreness,1,male,12,0.0
NC_RFInactivity,NC_RFPhysicalActivityAwreness,1,male,13,0.0
NC_RFInactivity,NC_RFPhysicalActivityAwreness,1,male,14,0.0
NC_RFInactivity,NC_RFPhysicalActivityAwreness,1,male,15,1.0
NC_RFInactivity,NC_RFPhysicalActivityAwreness,1,male,16,1.0
NC_RFInactivity,NC_RFPhysicalActivityAwreness,1,male,17,1.0
NC_RFInactivity,NC_RFPhysicalActivityAwreness,1,male,18,1.0
NC_RFInactivity,NC_RFPhysicalActivityAwreness,1,male,19,1.0
NC_RFInactivity,NC_RFPhysicalActivityAwreness,1,male,20,1.0
NC_RFInactivity,NC_RFPhysicalActivityAwreness,1,male,21,1.0
NC_RFInactivity,NC_RFPhysicalActivityAwreness,1,male,22,1.0
NC_RFInactivity,NC_RFPhysicalActivityAwreness,1,male,23,1.0
NC_RFInactivity,NC_RFPhysicalActivityAwreness,1,male,24,1.0
NC_RFInactivity,NC_RFPhysicalActivityAwreness,1,male,25,1.0
NC_RFInactivity,NC_RFPhysicalActivityAwreness,1,male,26,1.0
NC_RFInactivity,NC_RFPhysicalActivityAwreness,1,male,27,1.0
NC_RFInactivity,NC_RFPhysicalActivityAwreness,1,male,28,1.0
NC_RFInactivity,NC_RFPhysicalActivityAwreness,1,male,29,1.0
NC_RFInactivity,NC_RFPhysicalActivityAwreness,1,male,30,1.0
NC_RFInactivity,NC_RFPhysicalActivityAwreness,1,male,31,1.0
NC_RFInactivity,NC_RFPhysicalActivityAwreness,1,male,32,1.0
NC_RFInactivity,NC_RFPhysicalActivityAwreness,1,male,33,1.0
NC_RFInactivity,NC_RFPhysicalActivityAwreness,1,male,34,1.0
NC_RFInactivity,NC_RFPhysicalActivityAwreness,1,male,35,1.0
NC_RFInactivity,NC_RFPhysicalActivityAwreness,1,male,36,1.0
NC_RFInactivity,NC_RFPhysicalActivityAwreness,1,male,37,1.0
NC_RFInactivity,NC_RFPhysicalActivityAwreness,1,male,38,1.0
NC_RFInactivity,NC_RFPhysicalActivityAwreness,1,male,39,1.0
NC_RFInactivity,NC_RFPhysicalActivityAwreness,1,male,40,1.0
NC_RFInactivity,NC_RFPhysicalActivityAwreness,1,male,41,1.0
NC_RFInactivity,NC_RFPhysicalActivityAwreness,1,male,42,1.0
NC_RFInactivity,NC_RFPhysicalActivityAwreness,1,male,43,1.0
NC_RFInactivity,NC_RFPhysicalActivityAwreness,1,male,44,1.0
NC_RFInactivity,NC_RFPhysicalActivityAwreness,1,male,45,1.0
NC_RFInactivity,NC_RFPhysicalActivityAwreness,1,male,46,1.0
NC_RFInactivity,NC_RFPhysicalActivityAwreness,1,male,47,1.0
NC_RFInactivity,NC_RFPhysicalActivityAwreness,1,male,48,1.0
NC_RFInactivity,NC_RFPhysicalActivityAwreness,1,male,49,1.0
NC_RFInactivity,NC_RFPhysicalActivityAwreness,1,male,50,1.0
NC_RFInactivity,NC_RFPhysicalActivityAwreness,1,male,51,1.0
NC_RFInactivity,NC_RFPhysicalActivityAwreness,1,male,52,1.0
NC_RFInactivity,NC_RFPhysicalActivityAwreness,1,male,53,1.0
NC_RFInactivity,NC_RFPhysicalActivityAwreness,1,male,54,1.0
NC_RFInactivity,NC_RFPhysicalActivityAwreness,1,male,55,1.0
NC_RFInactivity,NC_RFPhysicalActivityAwreness,1,male,56,1.0
NC_RFInactivity,NC_RFPhysicalActivityAwreness,1,male,57,1.0
NC_RFInactivity,NC_RFPhysicalActivityAwreness,1,male,58,1.0
NC_RFInactivity,NC_RFPhysicalActivityAwreness,1,male,59,1.0
NC_RFInactivity,NC_RFPhysicalActivityAwreness,1,male,60,1.0
NC_RFInactivity,NC_RFPhysicalActivityAwreness,1,male,61,1.0
NC_RFInactivity,NC_RFPhysicalActivityAwreness,1,male,62,1.0
NC_RFInactivity,NC_RFPhysicalActivityAwreness,1,male,63,1.0
NC_RFInactivity,NC_RFPhysicalActivityAwreness,1,male,64,1.0
NC_RFInactivity,NC_RFPhysicalActivityAwreness,1,male,65,1.0
NC_RFInactivity,NC_RFPhysicalActivityAwreness,1,male,66,1.0
NC_RFInactivity,NC_RFPhysicalActivityAwreness,1,male,67,1.0
NC_RFInactivity,NC_RFPhysicalActivityAwreness,1,male,68,1.0
NC_RFInactivity,NC_RFPhysicalActivityAwreness,1,male,69,1.0
NC_RFInactivity,NC_RFPhysicalActivityAwreness,1,male,70,1.0
NC_RFInactivity,NC_RFPhysicalActivityAwreness,1,male,71,1.0
NC_RFInactivity,NC_RFPhysicalActivityAwreness,1,male,72,1.0
NC_RFInactivity,NC_RFPhysicalActivityAwreness,1,male,73,1.0
NC_RFInactivity,NC_RFPhysicalActivityAwreness,1,male,74,1.0
NC_RFInactivity,NC_RFPhysicalActivityAwreness,1,male,75,1.0
NC_RFInactivity,NC_RFPhysicalActivityAwreness,1,male,76,1.0
NC_RFInactivity,NC_RFPhysicalActivityAwreness,1,male,77,1.0
NC_RFInactivity,NC_RFPhysicalActivityAwreness,1,male,78,1.0
NC_RFInactivity,NC_RFPhysicalActivityAwreness,1,male,79,1.0
NC_RFInactivity,NC_RFPhysicalActivityAwreness,1,male,80,1.0
NC_RFInactivity,NC_RFPhysicalActivityAwreness,1,male,81,1.0
NC_RFInactivity,NC_RFPhysicalActivityAwreness,1,male,82,1.0
NC_RFInactivity,NC_RFPhysicalActivityAwreness,1,male,83,1.0
NC_RFInactivity,NC_RFPhysicalActivityAwreness,1,male,84,1.0
NC_RFInactivity,NC_RFPhysicalActivityAwreness,1,male,85,1.0
NC_RFInactivity,NC_RFPhysicalActivityAwreness,1,male,86,1.0
NC_RFInactivity,NC_RFPhysicalActivityAwreness,1,male,87,1.0
NC_RFInactivity,NC_RFPhysicalActivityAwreness,1,male,88,1.0
NC_RFInactivity,NC_RFPhysicalActivityAwreness,1,male,89,1.0
NC_RFInactivity,NC_RFPhysicalActivityAwreness,1,male,90,1.0
NC_RFInactivity,NC_RFPhysicalActivityAwreness,1,male,91,1.0
NC_RFInactivity,NC_RFPhysicalActivityAwreness,1,male,92,1.0
NC_RFInactivity,NC_RFPhysicalActivityAwreness,1,male,93,1.0
NC_RFInactivity,NC_RFPhysicalActivityAwreness,1,male,94,1.0
NC_RFInactivity,NC_RFPhysicalActivityAwreness,1,male,95,1.0
NC_RFInactivity,NC_RFPhysicalActivityAwreness,1,male,96,1.0
NC_RFInactivity,NC_RFPhysicalActivityAwreness,1,male,97,1.0
NC_RFInactivity,NC_RFPhysicalActivityAwreness,1,male,98,1.0
NC_RFInactivity,NC_RFPhysicalActivityAwreness,1,male,99,1.0
NC_RFInactivity,NC_RFPhysicalActivityAwreness,1,male,100,1.0
NC_RFInactivity,NC_RFPhysicalActivityAwreness,1,female,0,0.0
NC_RFInactivity,NC_RFPhysicalActivityAwreness,1,female,1,0.0
NC_RFInactivity,NC_RFPhysicalActivityAwreness,1,female,2,0.0
NC_RFInactivity,NC_RFPhysicalActivityAwreness,1,female,3,0.0
NC_RFInactivity,NC_RFPhysicalActivityAwreness,1,female,4,0.0
NC_RFInactivity,NC_RFPhysicalActivityAwreness,1,female,5,0.0
NC_RFInactivity,NC_RFPhysicalActivityAwreness,1,female,6,0.0
NC_RFInactivity,NC_RFPhysicalActivityAwreness,1,female,7,0.0
NC_RFInactivity,NC_RFPhysicalActivityAwreness,1,female,8,0.0
NC_RFInactivity,NC_RFPhysicalActivityAwreness,1,female,9,0.0
NC_RFInactivity,NC_RFPhysicalActivityAwreness,1,female,10,0.0
NC_RFInactivity,NC_RFPhysicalActivityAwreness,1,female,11,0.0
NC_RFInactivity,NC_RFPhysicalActivityAwreness,1,female,12,0.0
NC_RFInactivity,NC_RFPhysicalActivityAwreness,1,female,13,0.0
NC_RFInactivity,NC_RFPhysicalActivityAwreness,1,female,14,0.0
NC_RFInactivity,NC_RFPhysicalActivityAwreness,1,female,15,1.0
NC_RFInactivity,NC_RFPhysicalActivityAwreness,1,female,16,1.0
NC_RFInactivity,NC_RFPhysicalActivityAwreness,1,female,17,1.0
NC_RFInactivity,NC_RFPhysicalActivityAwreness,1,female,18,1.0
NC_RFInactivity,NC_RFPhysicalActivityAwreness,1,female,19,1.0
NC_RFInactivity,NC_RFPhysicalActivityAwreness,1,female,20,1.0
NC_RFInactivity,NC_RFPhysicalActivityAwreness,1,female,21,1.0
NC_RFInactivity,NC_RFPhysicalActivityAwreness,1,female,22,1.0
NC_RFInactivity,NC_RFPhysicalActivityAwreness,1,female,23,1.0
NC_RFInactivity,NC_RFPhysicalActivityAwreness,1,female,24,1.0
NC_RFInactivity,NC_RFPhysicalActivityAwreness,1,female,25,1.0
NC_RFInactivity,NC_RFPhysicalActivityAwreness,1,female,26,1.0
NC_RFInactivity,NC_RFPhysicalActivityAwreness,1,female,27,1.0
NC_RFInactivity,NC_RFPhysicalActivityAwreness,1,female,28,1.0
NC_RFInactivity,NC_RFPhysicalActivityAwreness,1,female,29,1.0
NC_RFInactivity,NC_RFPhysicalActivityAwreness,1,female,30,1.0
NC_RFInactivity,NC_RFPhysicalActivityAwreness,1,female,31,1.0
NC_RFInactivity,NC_RFPhysicalActivityAwreness,1,female,32,1.0
NC_RFInactivity,NC_RFPhysicalActivityAwreness,1,female,33,1.0
NC_RFInactivity,NC_RFPhysicalActivityAwreness,1,female,34,1.0
NC_RFInactivity,NC_RFPhysicalActivityAwreness,1,female,35,1.0
NC_RFInactivity,NC_RFPhysicalActivityAwreness,1,female,36,1.0
NC_RFInactivity,NC_RFPhysicalActivityAwreness,1,female,37,1.0
NC_RFInactivity,NC_RFPhysicalActivityAwreness,1,female,38,1.0
NC_RFInactivity,NC_RFPhysicalActivityAwreness,1,female,39,1.0
NC_RFInactivity,NC_RFPhysicalActivityAwreness,1,female,40,1.0
NC_RFInactivity,NC_RFPhysicalActivityAwreness,1,female,41,1.0
NC_RFInactivity,NC_RFPhysicalActivityAwreness,1,female,42,1.0
NC_RFInactivity,NC_RFPhysicalActivityAwreness,1,female,43,1.0
NC_RFInactivity,NC_RFPhysicalActivityAwreness,1,female,44,1.0
NC_RFInactivity,NC_RFPhysicalActivityAwreness,1,female,45,1.0
NC_RFInactivity,NC_RFPhysicalActivityAwreness,1,female,46,1.0
NC_RFInactivity,NC_RFPhysicalActivityAwreness,1,female,47,1.0
NC_RFInactivity,NC_RFPhysicalActivityAwreness,1,female,48,1.0
NC_RFInactivity,NC_RFPhysicalActivityAwreness,1,female,49,1.0
NC_RFInactivity,NC_RFPhysicalActivityAwreness,1,female,50,1.0
NC_RFInactivity,NC_RFPhysicalActivityAwreness,1,female,51,1.0
NC_RFInactivity,NC_RFPhysicalActivityAwreness,1,female,52,1.0
NC_RFInactivity,NC_RFPhysicalActivityAwreness,1,female,53,1.0
NC_RFInactivity,NC_RFPhysicalActivityAwreness,1,female,54,1.0
NC_RFInactivity,NC_RFPhysicalActivityAwreness,1,female,55,1.0
NC_RFInactivity,NC_RFPhysicalActivityAwreness,1,female,56,1.0
NC_RFInactivity,NC_RFPhysicalActivityAwreness,1,female,57,1.0
NC_RFInactivity,NC_RFPhysicalActivityAwreness,1,female,58,1.0
NC_RFInactivity,NC_RFPhysicalActivityAwreness,1,female,59,1.0
NC_RFInactivity,NC_RFPhysicalActivityAwreness,1,female,60,1.0
NC_RFInactivity,NC_RFPhysicalActivityAwreness,1,female,61,1.0
NC_RFInactivity,NC_RFPhysicalActivityAwreness,1,female,62,1.0
NC_RFInactivity,NC_RFPhysicalActivityAwreness,1,female,63,1.0
NC_RFInactivity,NC_RFPhysicalActivityAwreness,1,female,64,1.0
NC_RFInactivity,NC_RFPhysicalActivityAwreness,1,female,65,1.0
NC_RFInactivity,NC_RFPhysicalActivityAwreness,1,female,66,1.0
NC_RFInactivity,NC_RFPhysicalActivityAwreness,1,female,67,1.0
NC_RFInactivity,NC_RFPhysicalActivityAwreness,1,female,68,1.0
NC_RFInactivity,NC_RFPhysicalActivityAwreness,1,female,69,1.0
NC_RFInactivity,NC_RFPhysicalActivityAwreness,1,female,70,1.0
NC_RFInactivity,NC_RFPhysicalActivityAwreness,1,female,71,1.0
NC_RFInactivity,NC_RFPhysicalActivityAwreness,1,female,72,1.0
NC_RFInactivity,NC_RFPhysicalActivityAwreness,1,female,73,1.0
NC_RFInactivity,NC_RFPhysicalActivityAwreness,1,female,74,1.0
NC_RFInactivity,NC_RFPhysicalActivityAwreness,1,female,75,1.0
NC_RFInactivity,NC_RFPhysicalActivityAwreness,1,female,76,1.0
NC_RFInactivity,NC_RFPhysicalActivityAwreness,1,female,77,1.0
NC_RFInactivity,NC_RFPhysicalActivityAwreness,1,female,78,1.0
NC_RFInactivity,NC_RFPhysicalActivityAwreness,1,female,79,1.0
NC_RFInactivity,NC_RFPhysicalActivityAwreness,1,female,80,1.0
NC_RFInactivity,NC_RFPhysicalActivityAwreness,1,female,81,1.0
NC_RFInactivity,NC_RFPhysicalActivityAwreness,1,female,82,1.0
NC_RFInactivity,NC_RFPhysicalActivityAwreness,1,female,83,1.0
NC_RFInactivity,NC_RFPhysicalActivityAwreness,1,female,84,1.0
NC_RFInactivity,NC_RFPhysicalActivityAwreness,1,female,85,1.0
NC_RFInactivity,NC_RFPhysicalActivityAwreness,1,female,86,1.0
NC_RFInactivity,NC_RFPhysicalActivityAwreness,1,female,87,1.0
NC_RFInactivity,NC_RFPhysicalActivityAwreness,1,female,88,1.0
NC_RFInactivity,NC_RFPhysicalActivityAwreness,1,female,89,1.0
NC_RFInactivity,NC_RFPhysicalActivityAwreness,1,female,90,1.0
NC_RFInactivity,NC_RFPhysicalActivityAwreness,1,female,91,1.0
NC_RFInactivity,NC_RFPhysicalActivityAwreness,1,female,92,1.0
NC_RFInactivity,NC_RFPhysicalActivityAwreness,1,female,93,1.0
NC_RFInactivity,NC_RFPhysicalActivityAwreness,1,female,94,1.0
NC_RFInactivity,NC_RFPhysicalActivityAwreness,1,female,95,1.0
NC_RFInactivity,NC_RFPhysicalActivityAwreness,1,female,96,1.0
NC_RFInactivity,NC_RFPhysicalActivityAwreness,1,female,97,1.0
NC_RFInactivity,NC_RFPhysicalActivityAwreness,1,female,98,1.0
NC_RFInactivity,NC_RFPhysicalActivityAwreness,1,female,99,1.0
NC_RFInactivity,NC_RFPhysicalActivityAwreness,1,female,100,1.0
NC_RFInactivity,NC_RFPhysicalActivityAdvice,1,male,0,0.0
NC_RFInactivity,NC_RFPhysicalActivityAdvice,1,male,1,0.0
NC_RFInactivity,NC_RFPhysicalActivityAdvice,1,male,2,0.0
NC_RFInactivity,NC_RFPhysicalActivityAdvice,1,male,3,0.0
NC_RFInactivity,NC_RFPhysicalActivityAdvice,1,male,4,0.0
NC_RFInactivity,NC_RFPhysicalActivityAdvice,1,male,5,0.0
NC_RFInactivity,NC_RFPhysicalActivityAdvice,1,male,6,0.0
NC_RFInactivity,NC_RFPhysicalActivityAdvice,1,male,7,0.0
NC_RFInactivity,NC_RFPhysicalActivityAdvice,1,male,8,0.0
NC_RFInactivity,NC_RFPhysicalActivityAdvice,1,male,9,0.0
NC_RFInactivity,NC_RFPhysicalActivityAdvice,1,male,10,0.0
NC_RFInactivity,NC_RFPhysicalActivityAdvice,1,male,11,0.0
NC_RFInactivity,NC_RFPhysicalActivityAdvice,1,male,12,0.0
NC_RFInactivity,NC_RFPhysicalActivityAdvice,1,male,13,0.0
NC_RFInactivity,NC_RFPhysicalActivityAdvice,1,male,14,0.0
NC_RFInactivity,NC_RFPhysicalActivityAdvice,1,male,15,8.3
NC_RFInactivity,NC_RFPhysicalActivityAdvice,1,male,16,8.3
NC_RFInactivity,NC_RFPhysicalActivityAdvice,1,male,17,8.3
NC_RFInactivity,NC_RFPhysicalActivityAdvice,1,male,18,8.3
NC_RFInactivity,NC_RFPhysicalActivityAdvice,1,male,19,8.3
NC_RFInactivity,NC_RFPhysicalActivityAdvice,1,male,20,8.3
NC_RFInactivity,NC_RFPhysicalActivityAdvice,1,male,21,8.3
NC_RFInactivity,NC_RFPhysicalActivityAdvice,1,male,22,8.3
NC_RFInactivity,NC_RFPhysicalActivityAdvice,1,male,23,8.3
NC_RFInactivity,NC_RFPhysicalActivityAdvice,1,male,24,8.3
NC_RFInactivity,NC_RFPhysicalActivityAdvice,1,male,25,8.3
NC_RFInactivity,NC_RFPhysicalActivityAdvice,1,male,26,8.3
NC_RFInactivity,NC_RFPhysicalActivityAdvice,1,male,27,8.3
NC_RFInactivity,NC_RFPhysicalActivityAdvice,1,male,28,8.3
NC_RFInactivity,NC_RFPhysicalActivityAdvice,1,male,29,8.3
NC_RFInactivity,NC_RFPhysicalActivityAdvice,1,male,30,8.3
NC_RFInactivity,NC_RFPhysicalActivityAdvice,1,male,31,8.3
NC_RFInactivity,NC_RFPhysicalActivityAdvice,1,male,32,8.3
NC_RFInactivity,NC_RFPhysicalActivityAdvice,1,male,33,8.3
NC_RFInactivity,NC_RFPhysicalActivityAdvice,1,male,34,8.3
NC_RFInactivity,NC_RFPhysicalActivityAdvice,1,male,35,8.3
NC_RFInactivity,NC_RFPhysicalActivityAdvice,1,male,36,8.3
NC_RFInactivity,NC_RFPhysicalActivityAdvice,1,male,37,8.3
NC_RFInactivity,NC_RFPhysicalActivityAdvice,1,male,38,8.3
NC_RFInactivity,NC_RFPhysicalActivityAdvice,1,male,39,8.3
NC_RFInactivity,NC_RFPhysicalActivityAdvice,1,male,40,8.3
NC_RFInactivity,NC_RFPhysicalActivityAdvice,1,male,41,8.3
NC_RFInactivity,NC_RFPhysicalActivityAdvice,1,male,42,8.3
NC_RFInactivity,NC_RFPhysicalActivityAdvice,1,male,43,8.3
NC_RFInactivity,NC_RFPhysicalActivityAdvice,1,male,44,8.3
NC_RFInactivity,NC_RFPhysicalActivityAdvice,1,male,45,8.3
NC_RFInactivity,NC_RFPhysicalActivityAdvice,1,male,46,8.3
NC_RFInactivity,NC_RFPhysicalActivityAdvice,1,male,47,8.3
NC_RFInactivity,NC_RFPhysicalActivityAdvice,1,male,48,8.3
NC_RFInactivity,NC_RFPhysicalActivityAdvice,1,male,49,8.3
NC_RFInactivity,NC_RFPhysicalActivityAdvice,1,male,50,8.3
NC_RFInactivity,NC_RFPhysicalActivityAdvice,1,male,51,8.3
NC_RFInactivity,NC_RFPhysicalActivityAdvice,1,male,52,8.3
NC_RFInactivity,NC_RFPhysicalActivityAdvice,1,male,53,8.3
NC_RFInactivity,NC_RFPhysicalActivityAdvice,1,male,54,8.3
NC_RFInactivity,NC_RFPhysicalActivityAdvice,1,male,55,8.3
NC_RFInactivity,NC_RFPhysicalActivityAdvice,1,male,56,8.3
NC_RFInactivity,NC_RFPhysicalActivityAdvice,1,male,57,8.3
NC_RFInactivity,NC_RFPhysicalActivityAdvice,1,male,58,8.3
NC_RFInactivity,NC_RFPhysicalActivityAdvice,1,male,59,8.3
NC_RFInactivity,NC_RFPhysicalActivityAdvice,1,male,60,8.3
NC_RFInactivity,NC_RFPhysicalActivityAdvice,1,male,61,8.3
NC_RFInactivity,NC_RFPhysicalActivityAdvice,1,male,62,8.3
NC_RFInactivity,NC_RFPhysicalActivityAdvice,1,male,63,8.3
NC_RFInactivity,NC_RFPhysicalActivityAdvice,1,male,64,8.3
NC_RFInactivity,NC_RFPhysicalActivityAdvice,1,male,65,8.3
NC_RFInactivity,NC_RFPhysicalActivityAdvice,1,male,66,8.3
NC_RFInactivity,NC_RFPhysicalActivityAdvice,1,male,67,8.3
NC_RFInactivity,NC_RFPhysicalActivityAdvice,1,male,68,8.3
NC_RFInactivity,NC_RFPhysicalActivityAdvice,1,male,69,8.3
NC_RFInactivity,NC_RFPhysicalActivityAdvice,1,male,70,8.3
NC_RFInactivity,NC_RFPhysicalActivityAdvice,1,male,71,8.3
NC_RFInactivity,NC_RFPhysicalActivityAdvice,1,male,72,8.3
NC_RFInactivity,NC_RFPhysicalActivityAdvice,1,male,73,8.3
NC_RFInactivity,NC_RFPhysicalActivityAdvice,1,male,74,8.3
NC_RFInactivity,NC_RFPhysicalActivityAdvice,1,male,75,8.3
NC_RFInactivity,NC_RFPhysicalActivityAdvice,1,male,76,8.3
NC_RFInactivity,NC_RFPhysicalActivityAdvice,1,male,77,8.3
NC_RFInactivity,NC_RFPhysicalActivityAdvice,1,male,78,8.3
NC_RFInactivity,NC_RFPhysicalActivityAdvice,1,male,79,8.3
NC_RFInactivity,NC_RFPhysicalActivityAdvice,1,male,80,8.3
NC_RFInactivity,NC_RFPhysicalActivityAdvice,1,male,81,8.3
NC_RFInactivity,NC_RFPhysicalActivityAdvice,1,male,82,8.3
NC_RFInactivity,NC_RFPhysicalActivityAdvice,1,male,83,8.3
NC_RFInactivity,NC_RFPhysicalActivityAdvice,1,male,84,8.3
NC_RFInactivity,NC_RFPhysicalActivityAdvice,1,male,85,8.3
NC_RFInactivity,NC_RFPhysicalActivityAdvice,1,male,86,8.3
NC_RFInactivity,NC_RFPhysicalActivityAdvice,1,male,87,8.3
NC_RFInactivity,NC_RFPhysicalActivityAdvice,1,male,88,8.3
NC_RFInactivity,NC_RFPhysicalActivityAdvice,1,male,89,8.3
NC_RFInactivity,NC_RFPhysicalActivityAdvice,1,male,90,8.3
NC_RFInactivity,NC_RFPhysicalActivityAdvice,1,male,91,8.3
NC_RFInactivity,NC_RFPhysicalActivityAdvice,1,male,92,8.3
NC_RFInactivity,NC_RFPhysicalActivityAdvice,1,male,93,8.3
NC_RFInactivity,NC_RFPhysicalActivityAdvice,1,male,94,8.3
NC_RFInactivity,NC_RFPhysicalActivityAdvice,1,male,95,8.3
NC_RFInactivity,NC_RFPhysicalActivityAdvice,1,male,96,8.3
NC_RFInactivity,NC_RFPhysicalActivityAdvice,1,male,97,8.3
NC_RFInactivity,NC_RFPhysicalActivityAdvice,1,male,98,8.3
NC_RFInactivity,NC_RFPhysicalActivityAdvice,1,male,99,8.3
NC_RFInactivity,NC_RFPhysicalActivityAdvice,1,male,100,8.3
NC_RFInactivity,NC_RFPhysicalActivityAdvice,1,female,0,0.0
NC_RFInactivity,NC_RFPhysicalActivityAdvice,1,female,1,0.0
NC_RFInactivity,NC_RFPhysicalActivityAdvice,1,female,2,0.0
NC_RFInactivity,NC_RFPhysicalActivityAdvice,1,female,3,0.0
NC_RFInactivity,NC_RFPhysicalActivityAdvice,1,female,4,0.0
NC_RFInactivity,NC_RFPhysicalActivityAdvice,1,female,5,0.0
NC_RFInactivity,NC_RFPhysicalActivityAdvice,1,female,6,0.0
