disease,risk_factor,region,sex,age,value
Breast Cancer,Hazardous and harmful alcohol use,Eastern sub-Saharan Africa,Male,20 to 24,0.9999999999999999
Breast Cancer,Hazardous and harmful alcohol use,Eastern sub-Saharan Africa,Male,25 to 29,0.9999999999999999
Breast Cancer,Hazardous and harmful alcohol use,Eastern sub-Saharan Africa,Male,30 to 39,1.0
Breast Cancer,Hazardous and harmful alcohol use,Eastern sub-Saharan Africa,Male,40 to 49,1.0
Breast Cancer,Hazardous and harmful alcohol use,Eastern sub-Saharan Africa,Male,50 to 59,1.0
Breast Cancer,Hazardous and harmful alcohol use,Eastern sub-Saharan Africa,Male,60 to 69,1.0
Breast Cancer,Hazardous and harmful alcohol use,Eastern sub-Saharan Africa,Male,70 to 79,1.0
Breast Cancer,Hazardous and harmful alcohol use,Eastern sub-Saharan Africa,Male,80 to 100,1.0
Breast Cancer,Hazardous and harmful alcohol use,Eastern sub-Saharan Africa,Female,15 to 19,1.4337782172218805
Breast Cancer,Hazardous and harmful alcohol use,Eastern sub-Saharan Africa,Female,20 to 24,1.4337782172218805
Breast Cancer,Hazardous and harmful alcohol use,Eastern sub-Saharan Africa,Female,25 to 29,1.4337782172218805
Breast Cancer,Hazardous and harmful alcohol use,Eastern sub-Saharan Africa,Female,30 to 39,1.4417166032131177
Breast Cancer,Hazardous and harmful alcohol use,Eastern sub-Saharan Africa,Female,40 to 49,1.4475963259334392
Breast Cancer,Hazardous and harmful alcohol use,Eastern sub-Saharan Africa,Female,50 to 59,1.4475963259334392
Breast Cancer,Hazardous and harmful alcohol use,Eastern sub-Saharan Africa,Female,60 to 69,1.4389127157589474
Breast Cancer,Hazardous and harmful alcohol use,Eastern sub-Saharan Africa,Female,70 to 79,1.4204638261095275
Breast Cancer,Hazardous and harmful alcohol use,Eastern sub-Saharan Africa,Female,80 to 100,1.4204638261095275
Breast Cancer,Physical Inactivity,Eastern sub-Saharan Africa,Female,30 to 39,1.41
Breast Cancer,Physical Inactivity,Eastern sub-Saharan Africa,Female,40 to 49,1.41
Breast Cancer,Physical Inactivity,Eastern sub-Saharan Africa,Female,50 to 59,1.41
Breast Cancer,Physical Inactivity,Eastern sub-Saharan Africa,Female,60 to 69,1.41
Breast Cancer,Physical Inactivity,Eastern sub-Saharan Africa,Female,70 to 79,1.36
Breast Cancer,Physical Inactivity,Eastern sub-Saharan Africa,Female,80 to 100,1.36
Breast Cancer,Mean BMI (kg/m2),Eastern sub-Saharan Africa,Female,40 to 49,1.02
Breast Cancer,Mean BMI (kg/m2),Eastern sub-Saharan Africa,Female,50 to 59,1.02
Breast Cancer,Mean BMI (kg/m2),Eastern sub-Saharan Africa,Female,60 to 69,1.02
Breast Cancer,Mean BMI (kg/m2),Eastern sub-Saharan Africa,Female,70 to 79,1.02
Breast Cancer,Mean BMI (kg/m2),Eastern sub-Saharan Africa,Female,80 to 100,1.02
Cervical Cancer,Tobacco,Eastern sub-Saharan Africa,Female,15 to 19,1.5
Cervical Cancer,Tobacco,Eastern sub-Saharan Africa,Female,20 to 24,1.5
Cervical Cancer,Tobacco,Eastern sub-Saharan Africa,Female,25 to 29,1.5
Cervical Cancer,Tobacco,Eastern sub-Saharan Africa,Female,30 to 39,1.5
Cervical Cancer,Tobacco,Eastern sub-Saharan Africa,Female,40 to 49,1.5
Cervical Cancer,Tobacco,Eastern sub-Saharan Africa,Female,50 to 59,1.5
Cervical Cancer,Tobacco,Eastern sub-Saharan Africa,Female,60 to 69,1.5
Cervical Cancer,Tobacco,Eastern sub-Saharan Africa,Female,70 to 79,1.5
Cervical Cancer,Tobacco,Eastern sub-Saharan Africa,Female,80 to 100,1.5
Cervical Cancer,Mean BMI (kg/m2),Eastern sub-Saharan Africa,Female,15 to 19,1.1
Cervical Cancer,Mean BMI (kg/m2),Eastern sub-Saharan Africa,Female,20 to 24,1.1
Cervical Cancer,Mean BMI (kg/m2),Eastern sub-Saharan Africa,Female,25 to 29,1.1
Cervical Cancer,Mean BMI (kg/m2),Eastern sub-Saharan Africa,Female,30 to 39,1.1
Cervical Cancer,Mean BMI (kg/m2),Eastern sub-Saharan Africa,Female,40 to 49,1.1
Cervical Cancer,Mean BMI (kg/m2),Eastern sub-Saharan Africa,Female,50 to 59,1.1
Cervical Cancer,Mean BMI (kg/m2),Eastern sub-Saharan Africa,Female,60 to 69,1.1
Cervical Cancer,Mean BMI (kg/m2),Eastern sub-Saharan Africa,Female,70 to 79,1.1
Cervical Cancer,Mean BMI (kg/m2),Eastern sub-Saharan Africa,Female,80 to 100,1.1
Colorectal Cancer,Hazardous and harmful alcohol use,Eastern sub-Saharan Africa,Male,15 to 19,1.4824875961467847
Colorectal Cancer,Hazardous and harmful alcohol use,Eastern sub-Saharan Africa,Male,20 to 24,1.4824875961467847
Colorectal Cancer,Hazardous and harmful alcohol use,Eastern sub-Saharan Africa,Male,25 to 29,1.4824875961467847
Colorectal Cancer,Hazardous and harmful alcohol use,Eastern sub-Saharan Africa,Male,30 to 39,1.4878896076678745
Colorectal Cancer,Hazardous and harmful alcohol use,Eastern sub-Saharan Africa,Male,40 to 49,1.491711020599653
Colorectal Cancer,Hazardous and harmful alcohol use,Eastern sub-Saharan Africa,Male,50 to 59,1.491711020599653
Colorectal Cancer,Hazardous and harmful alcohol use,Eastern sub-Saharan Africa,Male,60 to 69,1.4870883280326788
Colorectal Cancer,Hazardous and harmful alcohol use,Eastern sub-Saharan Africa,Male,70 to 79,1.477628178496524
Colorectal Cancer,Hazardous and harmful alcohol use,Eastern sub-Saharan Africa,Male,80 to 100,1.477628178496524
Colorectal Cancer,Hazardous and harmful alcohol use,Eastern sub-Saharan Africa,Female,15 to 19,1.2925341306175582
Colorectal Cancer,Hazardous and harmful alcohol use,Eastern sub-Saharan Africa,Female,20 to 24,1.2925341306175582
Colorectal Cancer,Hazardous and harmful alcohol use,Eastern sub-Saharan Africa,Female,25 to 29,1.2925341306175582
Colorectal Cancer,Hazardous and harmful alcohol use,Eastern sub-Saharan Africa,Female,30 to 39,1.2976596691995557
Colorectal Cancer,Hazardous and harmful alcohol use,Eastern sub-Saharan Africa,Female,40 to 49,1.3014560008074825
Colorectal Cancer,Hazardous and harmful alcohol use,Eastern sub-Saharan Africa,Female,50 to 59,1.3014560008074825
Colorectal Cancer,Hazardous and harmful alcohol use,Eastern sub-Saharan Africa,Female,60 to 69,1.2958492969977262
Colorectal Cancer,Hazardous and harmful alcohol use,Eastern sub-Saharan Africa,Female,70 to 79,1.2839374932888241
Colorectal Cancer,Hazardous and harmful alcohol use,Eastern sub-Saharan Africa,Female,80 to 100,1.2839374932888241
Colorectal Cancer,Physical Inactivity,Eastern sub-Saharan Africa,Male,30 to 39,1.27
Colorectal Cancer,Physical Inactivity,Eastern sub-Saharan Africa,Male,40 to 49,1.27
Colorectal Cancer,Physical Inactivity,Eastern sub-Saharan Africa,Male,50 to 59,1.27
Colorectal Cancer,Physical Inactivity,Eastern sub-Saharan Africa,Male,60 to 69,1.27
Colorectal Cancer,Physical Inactivity,Eastern sub-Saharan Africa,Male,70 to 79,1.21
Colorectal Cancer,Physical Inactivity,Eastern sub-Saharan Africa,Male,80 to 100,1.21
Colorectal Cancer,Physical Inactivity,Eastern sub-Saharan Africa,Female,30 to 39,1.27
Colorectal Cancer,Physical Inactivity,Eastern sub-Saharan Africa,Female,40 to 49,1.27
Colorectal Cancer,Physical Inactivity,Eastern sub-Saharan Africa,Female,50 to 59,1.27
Colorectal Cancer,Physical Inactivity,Eastern sub-Saharan Africa,Female,60 to 69,1.27
Colorectal Cancer,Physical Inactivity,Eastern sub-Saharan Africa,Female,70 to 79,1.21
Colorectal Cancer,Physical Inactivity,Eastern sub-Saharan Africa,Female,80 to 100,1.21
Colorectal Cancer,Mean BMI (kg/m2),Eastern sub-Saharan Africa,Male,30 to 39,1.03
Colorectal Cancer,Mean BMI (kg/m2),Eastern sub-Saharan Africa,Male,40 to 49,1.03
Colorectal Cancer,Mean BMI (kg/m2),Eastern sub-Saharan Africa,Male,50 to 59,1.03
Colorectal Cancer,Mean BMI (kg/m2),Eastern sub-Saharan Africa,Male,60 to 69,1.03
Colorectal Cancer,Mean BMI (kg/m2),Eastern sub-Saharan Africa,Male,70 to 79,1.03
Colorectal Cancer,Mean BMI (kg/m2),Eastern sub-Saharan Africa,Male,80 to 100,1.03
Colorectal Cancer,Mean BMI (kg/m2),Eastern sub-Saharan Africa,Female,30 to 39,1.03
Colorectal Cancer,Mean BMI (kg/m2),Eastern sub-Saharan Africa,Female,40 to 49,1.03
Colorectal Cancer,Mean BMI (kg/m2),Eastern sub-Saharan Africa,Female,50 to 59,1.03
Colorectal Cancer,Mean BMI (kg/m2),Eastern sub-Saharan Africa,Female,60 to 69,1.03
Colorectal Cancer,Mean BMI (kg/m2),Eastern sub-Saharan Africa,Female,70 to 79,1.03
Colorectal Cancer,Mean BMI (kg/m2),Eastern sub-Saharan Africa,Female,80 to 100,1.03
Lung Cancer,Tobacco,Eastern sub-Saharan Africa,Male,15 to 19,21.3
Lung Cancer,Tobacco,Eastern sub-Saharan Africa,Male,20 to 24,21.3
Lung Cancer,Tobacco,Eastern sub-Saharan Africa,Male,25 to 29,21.3
Lung Cancer,Tobacco,Eastern sub-Saharan Africa,Male,30 to 39,21.3
Lung Cancer,Tobacco,Eastern sub-Saharan Africa,Male,40 to 49,21.3
Lung Cancer,Tobacco,Eastern sub-Saharan Africa,Male,50 to 59,21.3
Lung Cancer,Tobacco,Eastern sub-Saharan Africa,Male,60 to 69,21.3
Lung Cancer,Tobacco,Eastern sub-Saharan Africa,Male,70 to 79,21.3
Lung Cancer,Tobacco,Eastern sub-Saharan Africa,Male,80 to 100,21.3
Lung Cancer,Tobacco,Eastern sub-Saharan Africa,Female,15 to 19,12.5
Lung Cancer,Tobacco,Eastern sub-Saharan Africa,Female,20 to 24,12.5
Lung Cancer,Tobacco,Eastern sub-Saharan Africa,Female,25 to 29,12.5
Lung Cancer,Tobacco,Eastern sub-Saharan Africa,Female,30 to 39,12.5
Lung Cancer,Tobacco,Eastern sub-Saharan Africa,Female,40 to 49,12.5
Lung Cancer,Tobacco,Eastern sub-Saharan Africa,Female,50 to 59,12.5
Lung Cancer,Tobacco,Eastern sub-Saharan Africa,Female,60 to 69,12.5
Lung Cancer,Tobacco,Eastern sub-Saharan Africa,Female,70 to 79,12.5
Lung Cancer,Tobacco,Eastern sub-Saharan Africa,Female,80 to 100,12.5
Diabetes,Hazardous and harmful alcohol use,Eastern sub-Saharan Africa,Male,15 to 19,1.0244608768387953
Diabetes,Hazardous and harmful alcohol use,Eastern sub-Saharan Africa,Male,20 to 24,1.0244608768387953
Diabetes,Hazardous and harmful alcohol use,Eastern sub-Saharan Africa,Male,25 to 29,1.0244608768387953
Diabetes,Hazardous and harmful alcohol use,Eastern sub-Saharan Africa,Male,30 to 39,1.0281246219827098
Diabetes,Hazardous and harmful alcohol use,Eastern sub-Saharan Africa,Male,40 to 49,1.0307163756317046
Diabetes,Hazardous and harmful alcohol use,Eastern sub-Saharan Africa,Male,50 to 59,1.0307163756317046
Diabetes,Hazardous and harmful alcohol use,Eastern sub-Saharan Africa,Male,60 to 69,1.0275811791631408
Diabetes,Hazardous and harmful alcohol use,Eastern sub-Saharan Africa,Male,70 to 79,1.0211651289958135
Diabetes,Hazardous and harmful alcohol use,Eastern sub-Saharan Africa,Male,80 to 100,1.0211651289958135
Diabetes,Hazardous and harmful alcohol use,Eastern sub-Saharan Africa,Female,15 to 19,0.8551126744863307
Diabetes,Hazardous and harmful alcohol use,Eastern sub-Saharan Africa,Female,20 to 24,0.8551126744863307
Diabetes,Hazardous and harmful alcohol use,Eastern sub-Saharan Africa,Female,25 to 29,0.8551126744863307
Diabetes,Hazardous and harmful alcohol use,Eastern sub-Saharan Africa,Female,30 to 39,0.8695221995379792
Diabetes,Hazardous and harmful alcohol use,Eastern sub-Saharan Africa,Female,40 to 49,0.880194899495973
Diabetes,Hazardous and harmful alcohol use,Eastern sub-Saharan Africa,Female,50 to 59,0.880194899495973
Diabetes,Hazardous and harmful alcohol use,Eastern sub-Saharan Africa,Female,60 to 69,0.8644326653987384
Diabetes,Hazardous and harmful alcohol use,Eastern sub-Saharan Africa,Female,70 to 79,0.8309447828654561
Diabetes,Hazardous and harmful alcohol use,Eastern sub-Saharan Africa,Female,80 to 100,0.8309447828654561
Diabetes,Physical Inactivity,Eastern sub-Saharan Africa,Male,30 to 39,1.5
Diabetes,Physical Inactivity,Eastern sub-Saharan Africa,Male,40 to 49,1.5
Diabetes,Physical Inactivity,Eastern sub-Saharan Africa,Male,50 to 59,1.5
Diabetes,Physical Inactivity,Eastern sub-Saharan Africa,Male,60 to 69,1.5
Diabetes,Physical Inactivity,Eastern sub-Saharan Africa,Male,70 to 79,1.43
Diabetes,Physical Inactivity,Eastern sub-Saharan Africa,Male,80 to 100,1.43
Diabetes,Physical Inactivity,Eastern sub-Saharan Africa,Female,30 to 39,1.5
Diabetes,Physical Inactivity,Eastern sub-Saharan Africa,Female,40 to 49,1.5
Diabetes,Physical Inactivity,Eastern sub-Saharan Africa,Female,50 to 59,1.5
Diabetes,Physical Inactivity,Eastern sub-Saharan Africa,Female,60 to 69,1.5
Diabetes,Physical Inactivity,Eastern sub-Saharan Africa,Female,70 to 79,1.43
Diabetes,Physical Inactivity,Eastern sub-Saharan Africa,Female,80 to 100,1.43
Diabetes,Tobacco,Eastern sub-Saharan Africa,Male,30 to 39,1.44
Diabetes,Tobacco,Eastern sub-Saharan Africa,Male,40 to 49,1.44
Diabetes,Tobacco,Eastern sub-Saharan Africa,Male,50 to 59,1.44
Diabetes,Tobacco,Eastern sub-Saharan Africa,Male,60 to 69,1.44
Diabetes,Tobacco,Eastern sub-Saharan Africa,Male,70 to 79,1.44
Diabetes,Tobacco,Eastern sub-Saharan Africa,Male,80 to 100,1.44
Diabetes,Tobacco,Eastern sub-Saharan Africa,Female,30 to 39,1.44
Diabetes,Tobacco,Eastern sub-Saharan Africa,Female,40 to 49,1.44
Diabetes,Tobacco,Eastern sub-Saharan Africa,Female,50 to 59,1.44
Diabetes,Tobacco,Eastern sub-Saharan Africa,Female,60 to 69,1.44
Diabetes,Tobacco,Eastern sub-Saharan Africa,Female,70 to 79,1.44
Diabetes,Tobacco,Eastern sub-Saharan Africa,Female,80 to 100,1.44
Diabetes,Mean BMI (kg/m2),Eastern sub-Saharan Africa,Male,30 to 39,1.2
Diabetes,Mean BMI (kg/m2),Eastern sub-Saharan Africa,Male,40 to 49,1.2
Diabetes,Mean BMI (kg/m2),Eastern sub-Saharan Africa,Male,50 to 59,1.2
Diabetes,Mean BMI (kg/m2),Eastern sub-Saharan Africa,Male,60 to 69,1.16
Diabetes,Mean BMI (kg/m2),Eastern sub-Saharan Africa,Male,70 to 79,1.11
Diabetes,Mean BMI (kg/m2),Eastern sub-Saharan Africa,Male,80 to 100,1.11
Diabetes,Mean BMI (kg/m2),Eastern sub-Saharan Africa,Female,30 to 39,1.2
Diabetes,Mean BMI (kg/m2),Eastern sub-Saharan Africa,Female,40 to 49,1.2
Asthma,Tobacco,Eastern sub-Saharan Africa,Male,15 to 19,1.9
Asthma,Tobacco,Eastern sub-Saharan Africa,Male,20 to 24,1.9
Asthma,Tobacco,Eastern sub-Saharan Africa,Male,25 to 29,1.9
Asthma,Tobacco,Eastern sub-Saharan Africa,Male,30 to 39,1.9
Asthma,Tobacco,Eastern sub-Saharan Africa,Male,40 to 49,1.9
Asthma,Tobacco,Eastern sub-Saharan Africa,Male,50 to 59,1.9
Asthma,Tobacco,Eastern sub-Saharan Africa,Male,60 to 69,1.9
Asthma,Tobacco,Eastern sub-Saharan Africa,Male,70 to 79,1.9
Asthma,Tobacco,Eastern sub-Saharan Africa,Male,80 to 100,1.9
Asthma,Tobacco,Eastern sub-Saharan Africa,Female,15 to 19,2.02
Asthma,Tobacco,Eastern sub-Saharan Africa,Female,20 to 24,2.02
Asthma,Tobacco,Eastern sub-Saharan Africa,Female,25 to 29,2.02
Asthma,Tobacco,Eastern sub-Saharan Africa,Female,30 to 39,2.02
Asthma,Tobacco,Eastern sub-Saharan Africa,Female,40 to 49,2.02
Asthma,Tobacco,Eastern sub-Saharan Africa,Female,50 to 59,2.02
Asthma,Tobacco,Eastern sub-Saharan Africa,Female,60 to 69,2.02
Asthma,Tobacco,Eastern sub-Saharan Africa,Female,70 to 79,2.02
Asthma,Tobacco,Eastern sub-Saharan Africa,Female,80 to 100,2.02
COPD,Tobacco,Eastern sub-Saharan Africa,Male,15 to 19,10.8
COPD,Tobacco,Eastern sub-Saharan Africa,Male,20 to 24,10.8
COPD,Tobacco,Eastern sub-Saharan Africa,Male,25 to 29,10.8
COPD,Tobacco,Eastern sub-Saharan Africa,Male,30 to 39,10.8
COPD,Tobacco,Eastern sub-Saharan Africa,Male,40 to 49,10.8
COPD,Tobacco,Eastern sub-Saharan Africa,Male,50 to 59,10.8
COPD,Tobacco,Eastern sub-Saharan Africa,Male,60 to 69,10.8
COPD,Tobacco,Eastern sub-Saharan Africa,Male,70 to 79,10.8
COPD,Tobacco,Eastern sub-Saharan Africa,Male,80 to 100,10.8
COPD,Tobacco,Eastern sub-Saharan Africa,Female,15 to 19,12.3
COPD,Tobacco,Eastern sub-Saharan Africa,Female,20 to 24,12.3
COPD,Tobacco,Eastern sub-Saharan Africa,Female,25 to 29,12.3
COPD,Tobacco,Eastern sub-Saharan Africa,Female,30 to 39,12.3
COPD,Tobacco,Eastern sub-Saharan Africa,Female,40 to 49,12.3
COPD,Tobacco,Eastern sub-Saharan Africa,Female,50 to 59,12.3
COPD,Tobacco,Eastern sub-Saharan Africa,Female,60 to 69,12.3
COPD,Tobacco,Eastern sub-Saharan Africa,Female,70 to 79,12.3
COPD,Tobacco,Eastern sub-Saharan Africa,Female,80 to 100,12.3
Epilepsy,Hazardous and harmful alcohol use,Eastern sub-Saharan Africa,Male,15 to 19,2.181246276225933
Epilepsy,Hazardous and harmful alcohol use,Eastern sub-Saharan Africa,Male,20 to 24,2.181246276225933
Epilepsy,Hazardous and harmful alcohol use,Eastern sub-Saharan Africa,Male,25 to 29,2.181246276225933
Epilepsy,Hazardous and harmful alcohol use,Eastern sub-Saharan Africa,Male,30 to 39,2.1965249162413985
Epilepsy,Hazardous and harmful alcohol use,Eastern sub-Saharan Africa,Male,40 to 49,2.207333110986475
Epilepsy,Hazardous and harmful alcohol use,Eastern sub-Saharan Africa,Male,50 to 59,2.207333110986475
Epilepsy,Hazardous and harmful alcohol use,Eastern sub-Saharan Africa,Male,60 to 69,2.1942586376431237
Epilepsy,Hazardous and harmful alcohol use,Eastern sub-Saharan Africa,Male,70 to 79,2.167502267596319
Epilepsy,Hazardous and harmful alcohol use,Eastern sub-Saharan Africa,Male,80 to 100,2.167502267596319
Epilepsy,Hazardous and harmful alcohol use,Eastern sub-Saharan Africa,Female,15 to 19,1.6684220546867832
Epilepsy,Hazardous and harmful alcohol use,Eastern sub-Saharan Africa,Female,20 to 24,1.6684220546867832
Epilepsy,Hazardous and harmful alcohol use,Eastern sub-Saharan Africa,Female,25 to 29,1.6684220546867832
Epilepsy,Hazardous and harmful alcohol use,Eastern sub-Saharan Africa,Female,30 to 39,1.6812776351428984
Epilepsy,Hazardous and harmful alcohol use,Eastern sub-Saharan Africa,Female,40 to 49,1.6907993752767463
Epilepsy,Hazardous and harmful alcohol use,Eastern sub-Saharan Africa,Female,50 to 59,1.6907993752767463
Epilepsy,Hazardous and harmful alcohol use,Eastern sub-Saharan Africa,Female,60 to 69,1.676736963928779
Epilepsy,Hazardous and harmful alcohol use,Eastern sub-Saharan Africa,Female,70 to 79,1.646860464414154
Epilepsy,Hazardous and harmful alcohol use,Eastern sub-Saharan Africa,Female,80 to 100,1.646860464414154
Liver Cancer,Hazardous and harmful alcohol use,Eastern sub-Saharan Africa,Male,15 to 19,1.1354354471680654
Liver Cancer,Hazardous and harmful alcohol use,Eastern sub-Saharan Africa,Male,20 to 24,1.1813582988924192
Liver Cancer,Hazardous and harmful alcohol use,Eastern sub-Saharan Africa,Male,25 to 29,1.2447514211051607
Liver Cancer,Hazardous and harmful alcohol use,Eastern sub-Saharan Africa,Male,30 to 39,1.3589279091371997
Liver Cancer,Hazardous and harmful alcohol use,Eastern sub-Saharan Africa,Male,40 to 49,1.5045068149299512
Liver Cancer,Hazardous and harmful alcohol use,Eastern sub-Saharan Africa,Male,50 to 59,1.6237670493313499
Liver Cancer,Hazardous and harmful alcohol use,Eastern sub-Saharan Africa,Male,60 to 69,1.6783328776591429
Liver Cancer,Hazardous and harmful alcohol use,Eastern sub-Saharan Africa,Male,70 to 79,1.6353527967272177
Liver Cancer,Hazardous and harmful alcohol use,Eastern sub-Saharan Africa,Male,80 to 100,1.6353527967272177
Liver Cancer,Hazardous and harmful alcohol use,Eastern sub-Saharan Africa,Female,15 to 19,1.1012602215538156
Liver Cancer,Hazardous and harmful alcohol use,Eastern sub-Saharan Africa,Female,20 to 24,1.1308434332407997
Liver Cancer,Hazardous and harmful alcohol use,Eastern sub-Saharan Africa,Female,25 to 29,1.1700606271538634
Liver Cancer,Hazardous and harmful alcohol use,Eastern sub-Saharan Africa,Female,30 to 39,1.2390306347974738
Liver Cancer,Hazardous and harmful alcohol use,Eastern sub-Saharan Africa,Female,40 to 49,1.3228558227394693
Liver Cancer,Hazardous and harmful alcohol use,Eastern sub-Saharan Africa,Female,50 to 59,1.388274817811527
Liver Cancer,Hazardous and harmful alcohol use,Eastern sub-Saharan Africa,Female,60 to 69,1.4154530058341663
Liver Cancer,Hazardous and harmful alcohol use,Eastern sub-Saharan Africa,Female,70 to 79,1.3895236081889644
Liver Cancer,Hazardous and harmful alcohol use,Eastern sub-Saharan Africa,Female,80 to 100,1.3895236081889644
Oral Cancer,Hazardous and harmful alcohol use,Eastern sub-Saharan Africa,Male,15 to 19,3.09556601677915
Oral Cancer,Hazardous and harmful alcohol use,Eastern sub-Saharan Africa,Male,20 to 24,3.7274696363745603
Oral Cancer,Hazardous and harmful alcohol use,Eastern sub-Saharan Africa,Male,25 to 29,4.535586022864972
Oral Cancer,Hazardous and harmful alcohol use,Eastern sub-Saharan Africa,Male,30 to 39,5.758814200452095
Oral Cancer,Hazardous and harmful alcohol use,Eastern sub-Saharan Africa,Male,40 to 49,6.586452310268959
Oral Cancer,Hazardous and harmful alcohol use,Eastern sub-Saharan Africa,Male,50 to 59,6.187694898821808
Oral Cancer,Hazardous and harmful alcohol use,Eastern sub-Saharan Africa,Male,60 to 69,4.7260959880029585
Oral Cancer,Hazardous and harmful alcohol use,Eastern sub-Saharan Africa,Male,70 to 79,2.930168493992869
Oral Cancer,Hazardous and harmful alcohol use,Eastern sub-Saharan Africa,Male,80 to 100,2.930168493992869
Oral Cancer,Hazardous and harmful alcohol use,Eastern sub-Saharan Africa,Female,15 to 19,2.0216983780251816
Oral Cancer,Hazardous and harmful alcohol use,Eastern sub-Saharan Africa,Female,20 to 24,2.316538686954432
Oral Cancer,Hazardous and harmful alcohol use,Eastern sub-Saharan Africa,Female,25 to 29,2.699450425855284
Oral Cancer,Hazardous and harmful alcohol use,Eastern sub-Saharan Africa,Female,30 to 39,3.3302700841427373
Oral Cancer,Hazardous and harmful alcohol use,Eastern sub-Saharan Africa,Female,40 to 49,3.8610198321107987
Oral Cancer,Hazardous and harmful alcohol use,Eastern sub-Saharan Africa,Female,50 to 59,3.789284950543942
Oral Cancer,Hazardous and harmful alcohol use,Eastern sub-Saharan Africa,Female,60 to 69,3.0381363122317824
Oral Cancer,Hazardous and harmful alcohol use,Eastern sub-Saharan Africa,Female,70 to 79,1.9647145365416416
Oral Cancer,Hazardous and harmful alcohol use,Eastern sub-Saharan Africa,Female,80 to 100,1.9647145365416416
Pancreatic Cancer,Hazardous and harmful alcohol use,Eastern sub-Saharan Africa,Male,15 to 19,1.1681490749818941
Pancreatic Cancer,Hazardous and harmful alcohol use,Eastern sub-Saharan Africa,Male,20 to 24,1.18662871545021
Pancreatic Cancer,Hazardous and harmful alcohol use,Eastern sub-Saharan Africa,Male,25 to 29,1.200601178812919
Pancreatic Cancer,Hazardous and harmful alcohol use,Eastern sub-Saharan Africa,Male,30 to 39,1.2077502987566042
Pancreatic Cancer,Hazardous and harmful alcohol use,Eastern sub-Saharan Africa,Male,40 to 49,1.1905295206927122
Pancreatic Cancer,Hazardous and harmful alcohol use,Eastern sub-Saharan Africa,Male,50 to 59,1.155559975609601
Pancreatic Cancer,Hazardous and harmful alcohol use,Eastern sub-Saharan Africa,Male,60 to 69,1.1157219548509705
Pancreatic Cancer,Hazardous and harmful alcohol use,Eastern sub-Saharan Africa,Male,70 to 79,1.0831530679894907
Pancreatic Cancer,Hazardous and harmful alcohol use,Eastern sub-Saharan Africa,Male,80 to 100,1.0831530679894907
Pancreatic Cancer,Hazardous and harmful alcohol use,Eastern sub-Saharan Africa,Female,15 to 19,1.1034351341867477
Pancreatic Cancer,Hazardous and harmful alcohol use,Eastern sub-Saharan Africa,Female,20 to 24,1.1116140612944698
Pancreatic Cancer,Hazardous and harmful alcohol use,Eastern sub-Saharan Africa,Female,25 to 29,1.115379661206458
Pancreatic Cancer,Hazardous and harmful alcohol use,Eastern sub-Saharan Africa,Female,30 to 39,1.1121154468914676
Pancreatic Cancer,Hazardous and harmful alcohol use,Eastern sub-Saharan Africa,Female,40 to 49,1.091579115060141
Pancreatic Cancer,Hazardous and harmful alcohol use,Eastern sub-Saharan Africa,Female,50 to 59,1.0624353301586014
Pancreatic Cancer,Hazardous and harmful alcohol use,Eastern sub-Saharan Africa,Female,60 to 69,1.035515950144048
Pancreatic Cancer,Hazardous and harmful alcohol use,Eastern sub-Saharan Africa,Female,70 to 79,1.0205378872284951
Pancreatic Cancer,Hazardous and harmful alcohol use,Eastern sub-Saharan Africa,Female,80 to 100,1.0205378872284951
Larynx Cancer,Hazardous and harmful alcohol use,Eastern sub-Saharan Africa,Male,15 to 19,2.36152401811535
Larynx Cancer,Hazardous and harmful alcohol use,Eastern sub-Saharan Africa,Male,20 to 24,2.638338285190523
Larynx Cancer,Hazardous and harmful alcohol use,Eastern sub-Saharan Africa,Male,25 to 29,2.9214112458956905
Larynx Cancer,Hazardous and harmful alcohol use,Eastern sub-Saharan Africa,Male,30 to 39,3.2174947720764586
Larynx Cancer,Hazardous and harmful alcohol use,Eastern sub-Saharan Africa,Male,40 to 49,3.2200820118416384
Larynx Cancer,Hazardous and harmful alcohol use,Eastern sub-Saharan Africa,Male,50 to 59,2.887797722041657
Larynx Cancer,Hazardous and harmful alcohol use,Eastern sub-Saharan Africa,Male,60 to 69,2.387346232234344
Larynx Cancer,Hazardous and harmful alcohol use,Eastern sub-Saharan Africa,Male,70 to 79,1.8800735989054287
Larynx Cancer,Hazardous and harmful alcohol use,Eastern sub-Saharan Africa,Male,80 to 100,1.8800735989054287
Larynx Cancer,Hazardous and harmful alcohol use,Eastern sub-Saharan Africa,Female,15 to 19,1.4869124595101106
Larynx Cancer,Hazardous and harmful alcohol use,Eastern sub-Saharan Africa,Female,20 to 24,1.6070174225641722
Larynx Cancer,Hazardous and harmful alcohol use,Eastern sub-Saharan Africa,Female,25 to 29,1.7551761994281032
Larynx Cancer,Hazardous and harmful alcohol use,Eastern sub-Saharan Africa,Female,30 to 39,1.9890525341761445
Larynx Cancer,Hazardous and harmful alcohol use,Eastern sub-Saharan Africa,Female,40 to 49,2.1887978650410993
Larynx Cancer,Hazardous and harmful alcohol use,Eastern sub-Saharan Africa,Female,50 to 59,2.2015309621329617
Larynx Cancer,Hazardous and harmful alcohol use,Eastern sub-Saharan Africa,Female,60 to 69,1.9819793314358964
Larynx Cancer,Hazardous and harmful alcohol use,Eastern sub-Saharan Africa,Female,70 to 79,1.5851447796369706
