source,risk_factor,intervention,impact_type,level,sex,age,value
hard_coded,NC_RFOverweight,NC_RFTransFatFrontPackLabelling,NC_RiskBurden,1,female,20 to 24,2.95
hard_coded,NC_RFOverweight,NC_RFTransFatFrontPackLabelling,NC_RiskBurden,1,female,25 to 29,2.95
hard_coded,NC_RFOverweight,NC_RFTransFatFrontPackLabelling,NC_RiskBurden,1,female,30 to 39,2.95
hard_coded,NC_RFOverweight,NC_RFTransFatFrontPackLabelling,NC_RiskBurden,1,female,40 to 49,2.95
hard_coded,NC_RFOverweight,NC_RFTransFatFrontPackLabelling,NC_RiskBurden,1,female,50 to 59,2.95
hard_coded,NC_RFOverweight,NC_RFTransFatFrontPackLabelling,NC_RiskBurden,1,female,60 to 69,2.95
hard_coded,NC_RFOverweight,NC_RFTransFatFrontPackLabelling,NC_RiskBurden,1,female,70 to 79,2.95
hard_coded,NC_RFOverweight,NC_RFTransFatFrontPackLabelling,NC_RiskBurden,1,female,80 to 100,2.95
hard_coded,NC_RFOverweight,NC_RFTransFatFrontPackLabelling,NC_RiskBurden,1,male,15 to 19,2.95
hard_coded,NC_RFOverweight,NC_RFTransFatFrontPackLabelling,NC_RiskBurden,1,male,20 to 24,2.95
hard_coded,NC_RFOverweight,NC_RFTransFatFrontPackLabelling,NC_RiskBurden,1,male,25 to 29,2.95
hard_coded,NC_RFOverweight,NC_RFTransFatFrontPackLabelling,NC_RiskBurden,1,male,30 to 39,2.95
hard_coded,NC_RFOverweight,NC_RFTransFatFrontPackLabelling,NC_RiskBurden,1,male,40 to 49,2.95
hard_coded,NC_RFOverweight,NC_RFTransFatFrontPackLabelling,NC_RiskBurden,1,male,50 to 59,2.95
hard_coded,NC_RFOverweight,NC_RFTransFatFrontPackLabelling,NC_RiskBurden,1,male,60 to 69,2.95
hard_coded,NC_RFOverweight,NC_RFTransFatFrontPackLabelling,NC_RiskBurden,1,male,70 to 79,2.95
hard_coded,NC_RFOverweight,NC_RFTransFatFrontPackLabelling,NC_RiskBurden,1,male,80 to 100,2.95
hard_coded,NC_RFOverweight,NC_RFTransFatFrontPackLabelling,NC_RiskBurden,2,female,15 to 19,2.95
hard_coded,NC_RFOverweight,NC_RFTransFatFrontPackLabelling,NC_RiskBurden,2,female,20 to 24,2.95
hard_coded,NC_RFOverweight,NC_RFTransFatFrontPackLabelling,NC_RiskBurden,2,female,25 to 29,2.95
hard_coded,NC_RFOverweight,NC_RFTransFatFrontPackLabelling,NC_RiskBurden,2,female,30 to 39,2.95
hard_coded,NC_RFOverweight,NC_RFTransFatFrontPackLabelling,NC_RiskBurden,2,female,40 to 49,2.95
hard_coded,NC_RFOverweight,NC_RFTransFatFrontPackLabelling,NC_RiskBurden,2,female,50 to 59,2.95
hard_coded,NC_RFOverweight,NC_RFTransFatFrontPackLabelling,NC_RiskBurden,2,female,60 to 69,2.95
hard_coded,NC_RFOverweight,NC_RFTransFatFrontPackLabelling,NC_RiskBurden,2,female,70 to 79,2.95
hard_coded,NC_RFOverweight,NC_RFTransFatFrontPackLabelling,NC_RiskBurden,2,female,80 to 100,2.95
hard_coded,NC_RFOverweight,NC_RFTransFatFrontPackLabelling,NC_RiskBurden,2,male,15 to 19,2.95
hard_coded,NC_RFOverweight,NC_RFTransFatFrontPackLabelling,NC_RiskBurden,2,male,20 to 24,2.95
hard_coded,NC_RFOverweight,NC_RFTransFatFrontPackLabelling,NC_RiskBurden,2,male,25 to 29,2.95
hard_coded,NC_RFOverweight,NC_RFTransFatFrontPackLabelling,NC_RiskBurden,2,male,30 to 39,2.95
hard_coded,NC_RFOverweight,NC_RFTransFatFrontPackLabelling,NC_RiskBurden,2,male,40 to 49,2.95
hard_coded,NC_RFOverweight,NC_RFTransFatFrontPackLabelling,NC_RiskBurden,2,male,50 to 59,2.95
hard_coded,NC_RFOverweight,NC_RFTransFatFrontPackLabelling,NC_RiskBurden,2,male,60 to 69,2.95
hard_coded,NC_RFOverweight,NC_RFTransFatFrontPackLabelling,NC_RiskBurden,2,male,70 to 79,2.95
hard_coded,NC_RFOverweight,NC_RFTransFatFrontPackLabelling,NC_RiskBurden,2,male,80 to 100,2.95
hard_coded,NC_RFOverweight,NC_RFTransFatFrontPackLabelling,NC_RiskBurden,3,female,15 to 19,2.95
hard_coded,NC_RFOverweight,NC_RFTransFatFrontPackLabelling,NC_RiskBurden,3,female,20 to 24,2.95
hard_coded,NC_RFOverweight,NC_RFTransFatFrontPackLabelling,NC_RiskBurden,3,female,25 to 29,2.95
hard_coded,NC_RFOverweight,NC_RFTransFatFrontPackLabelling,NC_RiskBurden,3,female,30 to 39,2.95
hard_coded,NC_RFOverweight,NC_RFTransFatFrontPackLabelling,NC_RiskBurden,3,female,40 to 49,2.95
hard_coded,NC_RFOverweight,NC_RFTransFatFrontPackLabelling,NC_RiskBurden,3,female,50 to 59,2.95
hard_coded,NC_RFOverweight,NC_RFTransFatFrontPackLabelling,NC_RiskBurden,3,female,60 to 69,2.95
hard_coded,NC_RFOverweight,NC_RFTransFatFrontPackLabelling,NC_RiskBurden,3,female,70 to 79,2.95
hard_coded,NC_RFOverweight,NC_RFTransFatFrontPackLabelling,NC_RiskBurden,3,female,80 to 100,2.95
hard_coded,NC_RFOverweight,NC_RFTransFatFrontPackLabelling,NC_RiskBurden,3,male,15 to 19,2.95
hard_coded,NC_RFOverweight,NC_RFTransFatFrontPackLabelling,NC_RiskBurden,3,male,20 to 24,2.95
hard_coded,NC_RFOverweight,NC_RFTransFatFrontPackLabelling,NC_RiskBurden,3,male,25 to 29,2.95
hard_coded,NC_RFOverweight,NC_RFTransFatFrontPackLabelling,NC_RiskBurden,3,male,30 to 39,2.95
hard_coded,NC_RFOverweight,NC_RFTransFatFrontPackLabelling,NC_RiskBurden,3,male,40 to 49,2.95
hard_coded,NC_RFOverweight,NC_RFTransFatFrontPackLabelling,NC_RiskBurden,3,male,50 to 59,2.95
hard_coded,NC_RFOverweight,NC_RFTransFatFrontPackLabelling,NC_RiskBurden,3,male,60 to 69,2.95
hard_coded,NC_RFOverweight,NC_RFTransFatFrontPackLabelling,NC_RiskBurden,3,male,70 to 79,2.95
hard_coded,NC_RFOverweight,NC_RFTransFatFrontPackLabelling,NC_RiskBurden,3,male,80 to 100,2.95
hard_coded,NC_RFOverweight,NC_RFTransFatFrontPackLabelling,NC_RiskBurden,4,female,15 to 19,2.95
hard_coded,NC_RFOverweight,NC_RFTransFatFrontPackLabelling,NC_RiskBurden,4,female,20 to 24,2.95
hard_coded,NC_RFOverweight,NC_RFTransFatFrontPackLabelling,NC_RiskBurden,4,female,25 to 29,2.95
hard_coded,NC_RFOverweight,NC_RFTransFatFrontPackLabelling,NC_RiskBurden,4,female,30 to 39,2.95
hard_coded,NC_RFOverweight,NC_RFTransFatFrontPackLabelling,NC_RiskBurden,4,female,40 to 49,2.95
hard_coded,NC_RFOverweight,NC_RFTransFatFrontPackLabelling,NC_RiskBurden,4,female,50 to 59,2.95
hard_coded,NC_RFOverweight,NC_RFTransFatFrontPackLabelling,NC_RiskBurden,4,female,60 to 69,2.95
hard_coded,NC_RFOverweight,NC_RFTransFatFrontPackLabelling,NC_RiskBurden,4,female,70 to 79,2.95
hard_coded,NC_RFOverweight,NC_RFTransFatFrontPackLabelling,NC_RiskBurden,4,female,80 to 100,2.95
hard_coded,NC_RFOverweight,NC_RFTransFatFrontPackLabelling,NC_RiskBurden,4,male,15 to 19,2.95
hard_coded,NC_RFOverweight,NC_RFTransFatFrontPackLabelling,NC_RiskBurden,4,male,20 to 24,2.95
hard_coded,NC_RFOverweight,NC_RFTransFatFrontPackLabelling,NC_RiskBurden,4,male,25 to 29,2.95
hard_coded,NC_RFOverweight,NC_RFTransFatFrontPackLabelling,NC_RiskBurden,4,male,30 to 39,2.95
hard_coded,NC_RFOverweight,NC_RFTransFatFrontPackLabelling,NC_RiskBurden,4,male,40 to 49,2.95
hard_coded,NC_RFOverweight,NC_RFTransFatFrontPackLabelling,NC_RiskBurden,4,male,50 to 59,2.95
hard_coded,NC_RFOverweight,NC_RFTransFatFrontPackLabelling,NC_RiskBurden,4,male,60 to 69,2.95
hard_coded,NC_RFOverweight,NC_RFTransFatFrontPackLabelling,NC_RiskBurden,4,male,70 to 79,2.95
hard_coded,NC_RFOverweight,NC_RFTransFatFrontPackLabelling,NC_RiskBurden,4,male,80 to 100,2.95
hard_coded,NC_RFOverweight,NC_RFTransFatPublicProcurement,NC_RiskBurden,1,female,15 to 19,93.0
hard_coded,NC_RFOverweight,NC_RFTransFatPublicProcurement,NC_RiskBurden,1,female,20 to 24,93.0
hard_coded,NC_RFOverweight,NC_RFTransFatPublicProcurement,NC_RiskBurden,1,female,25 to 29,93.0
hard_coded,NC_RFOverweight,NC_RFTransFatPublicProcurement,NC_RiskBurden,1,female,30 to 39,93.0
hard_coded,NC_RFOverweight,NC_RFTransFatPublicProcurement,NC_RiskBurden,1,female,40 to 49,93.0
hard_coded,NC_RFOverweight,NC_RFTransFatPublicProcurement,NC_RiskBurden,1,female,50 to 59,93.0
hard_coded,NC_RFOverweight,NC_RFTransFatPublicProcurement,NC_RiskBurden,1,female,60 to 69,93.0
hard_coded,NC_RFOverweight,NC_RFTransFatPublicProcurement,NC_RiskBurden,1,female,70 to 79,93.0
hard_coded,NC_RFOverweight,NC_RFTransFatPublicProcurement,NC_RiskBurden,1,female,80 to 100,93.0
hard_coded,NC_RFOverweight,NC_RFTransFatPublicProcurement,NC_RiskBurden,1,male,15 to 19,93.0
hard_coded,NC_RFOverweight,NC_RFTransFatPublicProcurement,NC_RiskBurden,1,male,20 to 24,93.0
hard_coded,NC_RFOverweight,NC_RFTransFatPublicProcurement,NC_RiskBurden,1,male,25 to 29,93.0
hard_coded,NC_RFOverweight,NC_RFTransFatPublicProcurement,NC_RiskBurden,1,male,30 to 39,93.0
hard_coded,NC_RFOverweight,NC_RFTransFatPublicProcurement,NC_RiskBurden,1,male,40 to 49,93.0
hard_coded,NC_RFOverweight,NC_RFTransFatPublicProcurement,NC_RiskBurden,1,male,50 to 59,93.0
hard_coded,NC_RFOverweight,NC_RFTransFatPublicProcurement,NC_RiskBurden,1,male,60 to 69,93.0
hard_coded,NC_RFOverweight,NC_RFTransFatPublicProcurement,NC_RiskBurden,1,male,70 to 79,93.0
hard_coded,NC_RFOverweight,NC_RFTransFatPublicProcurement,NC_RiskBurden,1,male,80 to 100,93.0
hard_coded,NC_RFOverweight,NC_RFTransFatPublicProcurement,NC_RiskBurden,2,female,15 to 19,93.0
hard_coded,NC_RFOverweight,NC_RFTransFatPublicProcurement,NC_RiskBurden,2,female,20 to 24,93.0
hard_coded,NC_RFOverweight,NC_RFTransFatPublicProcurement,NC_RiskBurden,2,female,25 to 29,93.0
hard_coded,NC_RFOverweight,NC_RFTransFatPublicProcurement,NC_RiskBurden,2,female,30 to 39,93.0
hard_coded,NC_RFOverweight,NC_RFTransFatPublicProcurement,NC_RiskBurden,2,female,40 to 49,93.0
hard_coded,NC_RFOverweight,NC_RFTransFatPublicProcurement,NC_RiskBurden,2,female,50 to 59,93.0
hard_coded,NC_RFOverweight,NC_RFTransFatPublicProcurement,NC_RiskBurden,2,female,60 to 69,93.0
hard_coded,NC_RFOverweight,NC_RFTransFatPublicProcurement,NC_RiskBurden,2,female,70 to 79,93.0
hard_coded,NC_RFOverweight,NC_RFTransFatPublicProcurement,NC_RiskBurden,2,female,80 to 100,93.0
hard_coded,NC_RFOverweight,NC_RFTransFatPublicProcurement,NC_RiskBurden,2,male,15 to 19,93.0
hard_coded,NC_RFOverweight,NC_RFTransFatPublicProcurement,NC_RiskBurden,2,male,20 to 24,93.0
hard_coded,NC_RFOverweight,NC_RFTransFatPublicProcurement,NC_RiskBurden,2,male,25 to 29,93.0
hard_coded,NC_RFOverweight,NC_RFTransFatPublicProcurement,NC_RiskBurden,2,male,30 to 39,93.0
hard_coded,NC_RFOverweight,NC_RFTransFatPublicProcurement,NC_RiskBurden,2,male,40 to 49,93.0
hard_coded,NC_RFOverweight,NC_RFTransFatPublicProcurement,NC_RiskBurden,2,male,50 to 59,93.0
hard_coded,NC_RFOverweight,NC_RFTransFatPublicProcurement,NC_RiskBurden,2,male,60 to 69,93.0
hard_coded,NC_RFOverweight,NC_RFTransFatPublicProcurement,NC_RiskBurden,2,male,70 to 79,93.0
hard_coded,NC_RFOverweight,NC_RFTransFatPublicProcurement,NC_RiskBurden,2,male,80 to 100,93.0
hard_coded,NC_RFOverweight,NC_RFTransFatPublicProcurement,NC_RiskBurden,3,female,15 to 19,93.0
hard_coded,NC_RFOverweight,NC_RFTransFatPublicProcurement,NC_RiskBurden,3,female,20 to 24,93.0
hard_coded,NC_RFOverweight,NC_RFTransFatPublicProcurement,NC_RiskBurden,3,female,25 to 29,93.0
hard_coded,NC_RFOverweight,NC_RFTransFatPublicProcurement,NC_RiskBurden,3,female,30 to 39,93.0
hard_coded,NC_RFOverweight,NC_RFTransFatPublicProcurement,NC_RiskBurden,3,female,40 to 49,93.0
hard_coded,NC_RFOverweight,NC_RFTransFatPublicProcurement,NC_RiskBurden,3,female,50 to 59,93.0
hard_coded,NC_RFOverweight,NC_RFTransFatPublicProcurement,NC_RiskBurden,3,female,60 to 69,93.0
hard_coded,NC_RFOverweight,NC_RFTransFatPublicProcurement,NC_RiskBurden,3,female,70 to 79,93.0
hard_coded,NC_RFOverweight,NC_RFTransFatPublicProcurement,NC_RiskBurden,3,female,80 to 100,93.0
hard_coded,NC_RFOverweight,NC_RFTransFatPublicProcurement,NC_RiskBurden,3,male,15 to 19,93.0
hard_coded,NC_RFOverweight,NC_RFTransFatPublicProcurement,NC_RiskBurden,3,male,20 to 24,93.0
hard_coded,NC_RFOverweight,NC_RFTransFatPublicProcurement,NC_RiskBurden,3,male,25 to 29,93.0
hard_coded,NC_RFOverweight,NC_RFTransFatPublicProcurement,NC_RiskBurden,3,male,30 to 39,93.0
hard_coded,NC_RFOverweight,NC_RFTransFatPublicProcurement,NC_RiskBurden,3,male,40 to 49,93.0
hard_coded,NC_RFOverweight,NC_RFTransFatPublicProcurement,NC_RiskBurden,3,male,50 to 59,93.0
hard_coded,NC_RFOverweight,NC_RFTransFatPublicProcurement,NC_RiskBurden,3,male,60 to 69,93.0
hard_coded,NC_RFOverweight,NC_RFTransFatPublicProcurement,NC_RiskBurden,3,male,70 to 79,93.0
hard_coded,NC_RFOverweight,NC_RFTransFatPublicProcurement,NC_RiskBurden,3,male,80 to 100,93.0
hard_coded,NC_RFOverweight,NC_RFTransFatPublicProcurement,NC_RiskBurden,4,female,15 to 19,93.0
hard_coded,NC_RFOverweight,NC_RFTransFatPublicProcurement,NC_RiskBurden,4,female,20 to 24,93.0
hard_coded,NC_RFOverweight,NC_RFTransFatPublicProcurement,NC_RiskBurden,4,female,25 to 29,93.0
hard_coded,NC_RFOverweight,NC_RFTransFatPublicProcurement,NC_RiskBurden,4,female,30 to 39,93.0
hard_coded,NC_RFOverweight,NC_RFTransFatPublicProcurement,NC_RiskBurden,4,female,40 to 49,93.0
hard_coded,NC_RFOverweight,NC_RFTransFatPublicProcurement,NC_RiskBurden,4,female,50 to 59,93.0
hard_coded,NC_RFOverweight,NC_RFTransFatPublicProcurement,NC_RiskBurden,4,female,60 to 69,93.0
hard_coded,NC_RFOverweight,NC_RFTransFatPublicProcurement,NC_RiskBurden,4,female,70 to 79,93.0
hard_coded,NC_RFOverweight,NC_RFTransFatPublicProcurement,NC_RiskBurden,4,female,80 to 100,93.0
hard_coded,NC_RFOverweight,NC_RFTransFatPublicProcurement,NC_RiskBurden,4,male,15 to 19,93.0
hard_coded,NC_RFOverweight,NC_RFTransFatPublicProcurement,NC_RiskBurden,4,male,20 to 24,93.0
hard_coded,NC_RFOverweight,NC_RFTransFatPublicProcurement,NC_RiskBurden,4,male,25 to 29,93.0
hard_coded,NC_RFOverweight,NC_RFTransFatPublicProcurement,NC_RiskBurden,4,male,30 to 39,93.0
hard_coded,NC_RFOverweight,NC_RFTransFatPublicProcurement,NC_RiskBurden,4,male,40 to 49,93.0
hard_coded,NC_RFOverweight,NC_RFTransFatPublicProcurement,NC_RiskBurden,4,male,50 to 59,93.0
hard_coded,NC_RFOverweight,NC_RFTransFatPublicProcurement,NC_RiskBurden,4,male,60 to 69,93.0
hard_coded,NC_RFOverweight,NC_RFTransFatPublicProcurement,NC_RiskBurden,4,male,70 to 79,93.0
hard_coded,NC_RFOverweight,NC_RFTransFatPublicProcurement,NC_RiskBurden,4,male,80 to 100,93.0
